run	avg_migration	samples	random_r0	R0.state0	R0.state1	f_migrationRatesSkyline.state0_to_state1	f_migrationRatesSkyline.state1_to_state0	popSize0	popSize1	samplingProportion0	samplingProportion1
239	25.000000	250.000000	0	1.500000	1.500000	15.154104	28.877416	22426.000000	48791.000000	1.000000	1.000000
240	25.000000	250.000000	0	1.500000	1.500000	22.626700	2.904779	40506.000000	8144.000000	1.000000	1.000000
241	25.000000	250.000000	0	1.500000	1.500000	56.788132	15.695173	70728.000000	97923.000000	1.000000	1.000000
242	25.000000	250.000000	0	1.500000	1.500000	3.568244	9.081790	18039.000000	93662.000000	1.000000	1.000000
243	25.000000	250.000000	0	1.500000	1.500000	40.280291	13.690595	14216.000000	91780.000000	1.000000	1.000000
244	25.000000	250.000000	0	1.500000	1.500000	15.179572	6.136708	22808.000000	26409.000000	1.000000	1.000000
244	25.000000	250.000000	0	1.500000	1.500000	1.472316	7.349484	24462.000000	23675.000000	1.000000	1.000000
245	25.000000	250.000000	0	1.500000	1.500000	7.998183	7.749975	33006.000000	94862.000000	1.000000	1.000000
246	25.000000	250.000000	0	1.500000	1.500000	44.031277	9.494963	88824.000000	4005.000000	1.000000	1.000000
247	25.000000	250.000000	0	1.500000	1.500000	0.728427	47.176921	72859.000000	89127.000000	1.000000	1.000000
248	25.000000	250.000000	0	1.500000	1.500000	55.326002	12.960268	57907.000000	25539.000000	1.000000	1.000000
249	25.000000	250.000000	0	1.500000	1.500000	51.083369	0.071633	79478.000000	58695.000000	1.000000	1.000000
249	25.000000	250.000000	0	1.500000	1.500000	13.946585	13.915972	38779.000000	9558.000000	1.000000	1.000000
250	25.000000	250.000000	0	1.500000	1.500000	5.237276	5.615300	22826.000000	50147.000000	1.000000	1.000000
251	25.000000	250.000000	0	1.500000	1.500000	27.960798	7.654392	61455.000000	65887.000000	1.000000	1.000000
252	25.000000	250.000000	0	1.500000	1.500000	11.992457	25.617011	45511.000000	73360.000000	1.000000	1.000000
253	25.000000	250.000000	0	1.500000	1.500000	32.478320	5.951982	49076.000000	32134.000000	1.000000	1.000000
254	25.000000	250.000000	0	1.500000	1.500000	10.382515	15.907079	31665.000000	4258.000000	1.000000	1.000000
255	25.000000	250.000000	0	1.500000	1.500000	14.775967	30.074463	79599.000000	68633.000000	1.000000	1.000000
256	25.000000	250.000000	0	1.500000	1.500000	30.429551	41.511767	43440.000000	21424.000000	1.000000	1.000000
257	25.000000	250.000000	0	1.500000	1.500000	0.936276	15.711928	32891.000000	9042.000000	1.000000	1.000000
258	25.000000	250.000000	0	1.500000	1.500000	1.524357	7.001352	31881.000000	11452.000000	1.000000	1.000000
259	25.000000	250.000000	0	1.500000	1.500000	15.056416	29.644265	53200.000000	29054.000000	1.000000	1.000000
260	25.000000	250.000000	0	1.500000	1.500000	3.287564	29.511119	77859.000000	57577.000000	1.000000	1.000000
261	25.000000	250.000000	0	1.500000	1.500000	34.681395	38.671604	31105.000000	49996.000000	1.000000	1.000000
262	25.000000	250.000000	0	1.500000	1.500000	19.772566	15.352814	83699.000000	21807.000000	1.000000	1.000000
263	25.000000	250.000000	0	1.500000	1.500000	0.999795	0.570061	64786.000000	27573.000000	1.000000	1.000000
264	25.000000	250.000000	0	1.500000	1.500000	7.501229	9.461185	72018.000000	10133.000000	1.000000	1.000000
265	25.000000	250.000000	0	1.500000	1.500000	3.087615	28.827705	93885.000000	97089.000000	1.000000	1.000000
266	25.000000	250.000000	0	1.500000	1.500000	34.088771	0.169655	43119.000000	93574.000000	1.000000	1.000000
267	25.000000	250.000000	0	1.500000	1.500000	4.390255	28.072778	10989.000000	70327.000000	1.000000	1.000000
268	25.000000	250.000000	0	1.500000	1.500000	21.889570	4.217528	73097.000000	26242.000000	1.000000	1.000000
269	25.000000	250.000000	0	1.500000	1.500000	111.695158	5.069658	56003.000000	71371.000000	1.000000	1.000000
270	25.000000	250.000000	0	1.500000	1.500000	37.305267	10.195493	97911.000000	81591.000000	1.000000	1.000000
271	25.000000	250.000000	0	1.500000	1.500000	23.709484	102.422536	82905.000000	57620.000000	1.000000	1.000000
272	25.000000	250.000000	0	1.500000	1.500000	35.801743	1.031068	18804.000000	76739.000000	1.000000	1.000000
273	25.000000	250.000000	0	1.500000	1.500000	32.220734	3.084971	98465.000000	19347.000000	1.000000	1.000000
274	25.000000	250.000000	0	1.500000	1.500000	90.909188	9.328995	32186.000000	2878.000000	1.000000	1.000000
274	25.000000	250.000000	0	1.500000	1.500000	3.143801	27.287309	98758.000000	71725.000000	1.000000	1.000000
275	25.000000	250.000000	0	1.500000	1.500000	12.559074	10.922723	38921.000000	12706.000000	1.000000	1.000000
276	25.000000	250.000000	0	1.500000	1.500000	36.979340	6.196893	48097.000000	35597.000000	1.000000	1.000000
277	25.000000	250.000000	0	1.500000	1.500000	4.173756	0.342268	59977.000000	19611.000000	1.000000	1.000000
278	25.000000	250.000000	0	1.500000	1.500000	26.663574	52.549874	52813.000000	65203.000000	1.000000	1.000000
279	25.000000	250.000000	0	1.500000	1.500000	66.001680	29.664665	72852.000000	10595.000000	1.000000	1.000000
280	25.000000	250.000000	0	1.500000	1.500000	25.070946	25.046738	33435.000000	66141.000000	1.000000	1.000000
281	25.000000	250.000000	0	1.500000	1.500000	43.826318	41.753672	37976.000000	58916.000000	1.000000	1.000000
282	25.000000	250.000000	0	1.500000	1.500000	31.930013	46.515218	63343.000000	96384.000000	1.000000	1.000000
283	25.000000	250.000000	0	1.500000	1.500000	35.818910	13.814668	39794.000000	50904.000000	1.000000	1.000000
283	25.000000	250.000000	0	1.500000	1.500000	3.176421	2.647046	20871.000000	63403.000000	1.000000	1.000000
284	25.000000	250.000000	0	1.500000	1.500000	10.717114	38.689876	92271.000000	91706.000000	1.000000	1.000000
285	25.000000	250.000000	0	1.500000	1.500000	26.350085	16.984540	1170.000000	87730.000000	1.000000	1.000000
286	25.000000	250.000000	0	1.500000	1.500000	59.214317	1.003454	88053.000000	82226.000000	1.000000	1.000000
287	25.000000	250.000000	0	1.500000	1.500000	10.585667	6.074347	41533.000000	32331.000000	1.000000	1.000000
288	25.000000	250.000000	0	1.500000	1.500000	6.674574	40.946575	2083.000000	25265.000000	1.000000	1.000000
289	25.000000	250.000000	0	1.500000	1.500000	22.606061	19.214355	24211.000000	9704.000000	1.000000	1.000000
290	25.000000	250.000000	0	1.500000	1.500000	0.511711	16.032408	37777.000000	81477.000000	1.000000	1.000000
291	25.000000	250.000000	0	1.500000	1.500000	24.434601	5.159417	75214.000000	10285.000000	1.000000	1.000000
292	25.000000	250.000000	0	1.500000	1.500000	55.984470	16.204915	83506.000000	54669.000000	1.000000	1.000000
293	25.000000	250.000000	0	1.500000	1.500000	39.438798	11.861674	53435.000000	26693.000000	1.000000	1.000000
294	25.000000	250.000000	0	1.500000	1.500000	6.808597	66.082917	27544.000000	699.000000	1.000000	1.000000
295	25.000000	250.000000	0	1.500000	1.500000	20.321249	2.358052	49089.000000	5459.000000	1.000000	1.000000
296	25.000000	250.000000	0	1.500000	1.500000	78.495748	10.336948	77485.000000	8313.000000	1.000000	1.000000
297	25.000000	250.000000	0	1.500000	1.500000	58.643571	2.970149	28162.000000	59432.000000	1.000000	1.000000
297	25.000000	250.000000	0	1.500000	1.500000	22.048566	5.129349	73383.000000	92910.000000	1.000000	1.000000
297	25.000000	250.000000	0	1.500000	1.500000	8.293671	18.794847	17719.000000	38222.000000	1.000000	1.000000
298	25.000000	250.000000	0	1.500000	1.500000	23.549485	24.726710	28197.000000	26319.000000	1.000000	1.000000
299	25.000000	250.000000	0	1.500000	1.500000	12.580879	38.543340	81866.000000	31952.000000	1.000000	1.000000
300	25.000000	250.000000	0	1.500000	1.500000	42.409381	4.203111	71337.000000	55975.000000	1.000000	1.000000
301	25.000000	500.000000	0	1.500000	1.500000	17.431593	23.605739	5992.000000	82986.000000	1.000000	1.000000
302	25.000000	500.000000	0	1.500000	1.500000	36.027490	12.870479	15294.000000	56188.000000	1.000000	1.000000
303	25.000000	500.000000	0	1.500000	1.500000	21.779095	5.980962	57943.000000	82056.000000	1.000000	1.000000
304	25.000000	500.000000	0	1.500000	1.500000	1.692641	19.077764	54752.000000	6815.000000	1.000000	1.000000
305	25.000000	500.000000	0	1.500000	1.500000	55.541070	32.334572	33748.000000	46740.000000	1.000000	1.000000
306	25.000000	500.000000	0	1.500000	1.500000	55.380769	38.961754	9183.000000	65711.000000	1.000000	1.000000
307	25.000000	500.000000	0	1.500000	1.500000	7.611965	29.052244	57469.000000	37080.000000	1.000000	1.000000
308	25.000000	500.000000	0	1.500000	1.500000	33.165581	8.443902	88109.000000	79481.000000	1.000000	1.000000
309	25.000000	500.000000	0	1.500000	1.500000	60.746710	27.692244	40102.000000	48155.000000	1.000000	1.000000
310	25.000000	500.000000	0	1.500000	1.500000	7.851039	12.704090	25864.000000	4688.000000	1.000000	1.000000
311	25.000000	500.000000	0	1.500000	1.500000	45.869517	8.465902	21014.000000	35545.000000	1.000000	1.000000
312	25.000000	500.000000	0	1.500000	1.500000	0.474215	6.320308	18708.000000	76097.000000	1.000000	1.000000
313	25.000000	500.000000	0	1.500000	1.500000	116.236166	231.032702	50814.000000	54271.000000	1.000000	1.000000
314	25.000000	500.000000	0	1.500000	1.500000	12.260917	5.228215	18101.000000	40066.000000	1.000000	1.000000
315	25.000000	500.000000	0	1.500000	1.500000	25.202771	64.409866	88815.000000	78135.000000	1.000000	1.000000
316	25.000000	500.000000	0	1.500000	1.500000	3.350673	2.486448	37271.000000	22683.000000	1.000000	1.000000
317	25.000000	500.000000	0	1.500000	1.500000	5.801835	34.945936	539.000000	23516.000000	1.000000	1.000000
317	25.000000	500.000000	0	1.500000	1.500000	35.371038	66.286366	73606.000000	17197.000000	1.000000	1.000000
318	25.000000	500.000000	0	1.500000	1.500000	33.627513	2.293195	6066.000000	35491.000000	1.000000	1.000000
319	25.000000	500.000000	0	1.500000	1.500000	36.672332	8.832992	50412.000000	70684.000000	1.000000	1.000000
320	25.000000	500.000000	0	1.500000	1.500000	13.781870	20.905216	16468.000000	74270.000000	1.000000	1.000000
321	25.000000	500.000000	0	1.500000	1.500000	33.372917	1.844856	76342.000000	92896.000000	1.000000	1.000000
322	25.000000	500.000000	0	1.500000	1.500000	71.866010	29.413401	21107.000000	52138.000000	1.000000	1.000000
323	25.000000	500.000000	0	1.500000	1.500000	3.777461	11.971463	8729.000000	93381.000000	1.000000	1.000000
324	25.000000	500.000000	0	1.500000	1.500000	82.597390	0.369103	23507.000000	92275.000000	1.000000	1.000000
324	25.000000	500.000000	0	1.500000	1.500000	7.083903	3.349670	14232.000000	22478.000000	1.000000	1.000000
325	25.000000	500.000000	0	1.500000	1.500000	9.077691	0.820121	67326.000000	26878.000000	1.000000	1.000000
326	25.000000	500.000000	0	1.500000	1.500000	56.926217	8.097619	40732.000000	64862.000000	1.000000	1.000000
327	25.000000	500.000000	0	1.500000	1.500000	8.432731	9.036653	38413.000000	85314.000000	1.000000	1.000000
328	25.000000	500.000000	0	1.500000	1.500000	14.328008	12.960709	32623.000000	55710.000000	1.000000	1.000000
329	25.000000	500.000000	0	1.500000	1.500000	3.093994	3.061624	33030.000000	90283.000000	1.000000	1.000000
330	25.000000	500.000000	0	1.500000	1.500000	69.753688	23.292843	35627.000000	86629.000000	1.000000	1.000000
331	25.000000	500.000000	0	1.500000	1.500000	38.532578	3.481907	14894.000000	11128.000000	1.000000	1.000000
332	25.000000	500.000000	0	1.500000	1.500000	0.527386	0.964038	41793.000000	72638.000000	1.000000	1.000000
333	25.000000	500.000000	0	1.500000	1.500000	10.862724	15.647964	60282.000000	97008.000000	1.000000	1.000000
334	25.000000	500.000000	0	1.500000	1.500000	27.255210	10.338993	41077.000000	15501.000000	1.000000	1.000000
335	25.000000	500.000000	0	1.500000	1.500000	57.291651	0.085074	8823.000000	74601.000000	1.000000	1.000000
335	25.000000	500.000000	0	1.500000	1.500000	38.602482	37.002515	88857.000000	1023.000000	1.000000	1.000000
336	25.000000	500.000000	0	1.500000	1.500000	13.902016	19.461287	84291.000000	24423.000000	1.000000	1.000000
337	25.000000	500.000000	0	1.500000	1.500000	7.017810	12.036253	95881.000000	97519.000000	1.000000	1.000000
338	25.000000	500.000000	0	1.500000	1.500000	12.487605	13.121949	86522.000000	54576.000000	1.000000	1.000000
339	25.000000	500.000000	0	1.500000	1.500000	6.606227	11.137590	19112.000000	75149.000000	1.000000	1.000000
340	25.000000	500.000000	0	1.500000	1.500000	6.711759	0.851922	62395.000000	23494.000000	1.000000	1.000000
341	25.000000	500.000000	0	1.500000	1.500000	81.389104	42.904338	56522.000000	4685.000000	1.000000	1.000000
342	25.000000	500.000000	0	1.500000	1.500000	40.224468	26.351979	9601.000000	7274.000000	1.000000	1.000000
343	25.000000	500.000000	0	1.500000	1.500000	47.573925	113.876170	70350.000000	37422.000000	1.000000	1.000000
344	25.000000	500.000000	0	1.500000	1.500000	7.053497	32.147273	80114.000000	91175.000000	1.000000	1.000000
345	25.000000	500.000000	0	1.500000	1.500000	17.579564	11.902982	89987.000000	7243.000000	1.000000	1.000000
346	25.000000	500.000000	0	1.500000	1.500000	25.621546	7.747612	56875.000000	3893.000000	1.000000	1.000000
347	25.000000	500.000000	0	1.500000	1.500000	38.806210	11.162775	67022.000000	54108.000000	1.000000	1.000000
348	25.000000	500.000000	0	1.500000	1.500000	36.862640	72.667336	8315.000000	15934.000000	1.000000	1.000000
349	25.000000	500.000000	0	1.500000	1.500000	10.066075	9.164729	20039.000000	71422.000000	1.000000	1.000000
349	25.000000	500.000000	0	1.500000	1.500000	6.931104	19.120886	23047.000000	79341.000000	1.000000	1.000000
350	25.000000	500.000000	0	1.500000	1.500000	70.907741	22.007775	31944.000000	27510.000000	1.000000	1.000000
351	25.000000	500.000000	0	1.500000	1.500000	3.671587	2.204829	74893.000000	16153.000000	1.000000	1.000000
352	25.000000	500.000000	0	1.500000	1.500000	8.163942	18.519912	50554.000000	81408.000000	1.000000	1.000000
353	25.000000	500.000000	0	1.500000	1.500000	24.688801	33.096968	38414.000000	45846.000000	1.000000	1.000000
354	25.000000	500.000000	0	1.500000	1.500000	1.480188	20.972613	5101.000000	10139.000000	1.000000	1.000000
355	25.000000	500.000000	0	1.500000	1.500000	32.995517	0.787065	71620.000000	33032.000000	1.000000	1.000000
356	25.000000	500.000000	0	1.500000	1.500000	47.417055	29.523796	91640.000000	34916.000000	1.000000	1.000000
357	25.000000	500.000000	0	1.500000	1.500000	13.839432	67.193978	36708.000000	30857.000000	1.000000	1.000000
358	25.000000	500.000000	0	1.500000	1.500000	3.356114	75.450801	59733.000000	74515.000000	1.000000	1.000000
359	25.000000	500.000000	0	1.500000	1.500000	1.000302	12.652405	66483.000000	26014.000000	1.000000	1.000000
360	25.000000	500.000000	0	1.500000	1.500000	11.991852	22.996788	87404.000000	64298.000000	1.000000	1.000000
361	25.000000	500.000000	0	1.500000	1.500000	13.738430	30.498196	35535.000000	97376.000000	1.000000	1.000000
362	25.000000	500.000000	0	1.500000	1.500000	41.391326	16.086527	51323.000000	1878.000000	1.000000	1.000000
363	25.000000	500.000000	0	1.500000	1.500000	26.340213	53.436121	55301.000000	4874.000000	1.000000	1.000000
364	25.000000	500.000000	0	1.500000	1.500000	106.906737	19.711478	9816.000000	4547.000000	1.000000	1.000000
365	25.000000	500.000000	0	1.500000	1.500000	3.296162	13.682063	10365.000000	86377.000000	1.000000	1.000000
366	25.000000	500.000000	0	1.500000	1.500000	29.166199	20.928049	23188.000000	22996.000000	1.000000	1.000000
367	25.000000	500.000000	0	1.500000	1.500000	14.414662	5.727348	16240.000000	5122.000000	1.000000	1.000000
368	25.000000	500.000000	0	1.500000	1.500000	3.365452	3.268521	77458.000000	20704.000000	1.000000	1.000000
369	25.000000	500.000000	0	1.500000	1.500000	2.437890	70.081747	79103.000000	71199.000000	1.000000	1.000000
370	25.000000	500.000000	0	1.500000	1.500000	1.637016	7.065433	73195.000000	82260.000000	1.000000	1.000000
370	25.000000	500.000000	0	1.500000	1.500000	11.091224	24.341433	18346.000000	29836.000000	1.000000	1.000000
371	25.000000	500.000000	0	1.500000	1.500000	22.859909	0.475697	77745.000000	61750.000000	1.000000	1.000000
372	25.000000	500.000000	0	1.500000	1.500000	10.699630	19.221353	46988.000000	73652.000000	1.000000	1.000000
373	25.000000	500.000000	0	1.500000	1.500000	3.025388	51.149897	36371.000000	36435.000000	1.000000	1.000000
374	25.000000	500.000000	0	1.500000	1.500000	35.368586	50.201399	7916.000000	80865.000000	1.000000	1.000000
375	25.000000	500.000000	0	1.500000	1.500000	33.022830	9.590333	12787.000000	28005.000000	1.000000	1.000000
376	25.000000	500.000000	0	1.500000	1.500000	0.601063	14.039596	74040.000000	35365.000000	1.000000	1.000000
377	25.000000	500.000000	0	1.500000	1.500000	71.832656	42.113191	7858.000000	78752.000000	1.000000	1.000000
378	25.000000	500.000000	0	1.500000	1.500000	45.587132	11.259832	76317.000000	53789.000000	1.000000	1.000000
379	25.000000	500.000000	0	1.500000	1.500000	70.711674	17.714415	85586.000000	38219.000000	1.000000	1.000000
380	25.000000	500.000000	0	1.500000	1.500000	41.018685	5.672308	59312.000000	48229.000000	1.000000	1.000000
381	25.000000	500.000000	0	1.500000	1.500000	15.420848	90.857930	86915.000000	54731.000000	1.000000	1.000000
382	25.000000	500.000000	0	1.500000	1.500000	66.170583	37.050827	11088.000000	72450.000000	1.000000	1.000000
383	25.000000	500.000000	0	1.500000	1.500000	34.567091	121.313019	31426.000000	83702.000000	1.000000	1.000000
384	25.000000	500.000000	0	1.500000	1.500000	73.277596	54.580186	16015.000000	4031.000000	1.000000	1.000000
385	25.000000	500.000000	0	1.500000	1.500000	55.580435	21.522595	68179.000000	43009.000000	1.000000	1.000000
386	25.000000	500.000000	0	1.500000	1.500000	45.778573	6.578489	14581.000000	19342.000000	1.000000	1.000000
387	25.000000	500.000000	0	1.500000	1.500000	12.476262	56.791158	50312.000000	65752.000000	1.000000	1.000000
388	25.000000	500.000000	0	1.500000	1.500000	13.948374	31.954291	83996.000000	68748.000000	1.000000	1.000000
389	25.000000	500.000000	0	1.500000	1.500000	28.140263	27.266326	966.000000	68863.000000	1.000000	1.000000
390	25.000000	500.000000	0	1.500000	1.500000	1.166946	31.471948	32859.000000	91108.000000	1.000000	1.000000
391	25.000000	500.000000	0	1.500000	1.500000	16.072882	2.507033	23086.000000	5116.000000	1.000000	1.000000
392	25.000000	500.000000	0	1.500000	1.500000	15.568916	24.910603	39901.000000	18794.000000	1.000000	1.000000
393	25.000000	500.000000	0	1.500000	1.500000	53.253462	51.203549	76409.000000	69972.000000	1.000000	1.000000
394	25.000000	500.000000	0	1.500000	1.500000	10.032238	3.418903	13352.000000	51745.000000	1.000000	1.000000
395	25.000000	500.000000	0	1.500000	1.500000	36.512259	13.426237	52091.000000	83623.000000	1.000000	1.000000
396	25.000000	500.000000	0	1.500000	1.500000	87.810961	2.877094	39141.000000	18049.000000	1.000000	1.000000
396	25.000000	500.000000	0	1.500000	1.500000	5.161793	21.202991	95980.000000	33991.000000	1.000000	1.000000
397	25.000000	500.000000	0	1.500000	1.500000	56.094347	20.516188	34698.000000	90571.000000	1.000000	1.000000
398	25.000000	500.000000	0	1.500000	1.500000	27.584286	80.444748	73174.000000	89416.000000	1.000000	1.000000
399	25.000000	500.000000	0	1.500000	1.500000	7.958617	3.092712	23896.000000	50777.000000	1.000000	1.000000
400	25.000000	500.000000	0	1.500000	1.500000	68.052698	2.794321	20675.000000	98488.000000	1.000000	1.000000
401	5.000000	250.000000	1	1.206717	13.269117	5.259803	3.630924	93650.000000	67752.000000	1.000000	1.000000
401	5.000000	250.000000	1	1.190067	0.543538	0.653511	14.467449	55518.000000	86725.000000	1.000000	1.000000
401	5.000000	250.000000	1	0.777222	2.374674	7.355041	1.983420	76292.000000	26783.000000	1.000000	1.000000
402	5.000000	250.000000	1	1.102985	0.890197	7.791383	0.273130	33330.000000	46982.000000	1.000000	1.000000
402	5.000000	250.000000	1	1.575325	0.504103	2.803172	20.669457	57544.000000	80408.000000	1.000000	1.000000
403	5.000000	250.000000	1	2.100929	1.455811	9.795056	2.514793	73083.000000	7007.000000	1.000000	1.000000
404	5.000000	250.000000	1	2.115098	0.661368	0.718121	3.208717	43365.000000	74349.000000	1.000000	1.000000
404	5.000000	250.000000	1	1.404331	1.450944	13.795187	1.400731	76060.000000	88631.000000	1.000000	1.000000
405	5.000000	250.000000	1	9.955401	0.391535	14.290159	3.782566	44095.000000	88968.000000	1.000000	1.000000
405	5.000000	250.000000	1	2.203828	1.066232	6.408291	2.160741	6555.000000	35304.000000	1.000000	1.000000
406	5.000000	250.000000	1	0.214137	3.939561	8.022033	3.817765	36543.000000	12409.000000	1.000000	1.000000
407	5.000000	250.000000	1	0.750479	0.380618	2.273840	4.444340	86679.000000	67609.000000	1.000000	1.000000
407	5.000000	250.000000	1	2.125979	0.157084	3.227182	4.738255	14384.000000	89220.000000	1.000000	1.000000
407	5.000000	250.000000	1	1.477647	0.106793	14.135591	0.338014	15802.000000	96475.000000	1.000000	1.000000
407	5.000000	250.000000	1	0.447522	0.725042	3.643842	4.484405	65045.000000	50761.000000	1.000000	1.000000
407	5.000000	250.000000	1	1.381662	0.132047	4.070602	3.822302	23472.000000	39346.000000	1.000000	1.000000
408	5.000000	250.000000	1	1.493676	0.296688	1.109301	2.075989	25955.000000	40177.000000	1.000000	1.000000
408	5.000000	250.000000	1	0.723516	2.252196	5.219381	2.027106	55143.000000	93054.000000	1.000000	1.000000
409	5.000000	250.000000	1	4.453407	2.538596	13.715508	12.092323	97913.000000	13580.000000	1.000000	1.000000
410	5.000000	250.000000	1	5.537837	5.139144	4.200200	2.724355	34761.000000	29038.000000	1.000000	1.000000
411	5.000000	250.000000	1	2.174298	3.252071	9.116565	5.243468	21795.000000	90444.000000	1.000000	1.000000
412	5.000000	250.000000	1	2.246933	1.678798	3.005522	1.062659	74621.000000	80085.000000	1.000000	1.000000
413	5.000000	250.000000	1	2.132576	2.211207	1.243329	13.770228	97292.000000	31432.000000	1.000000	1.000000
414	5.000000	250.000000	1	1.133323	3.046885	0.250930	3.814998	18461.000000	54089.000000	1.000000	1.000000
415	5.000000	250.000000	1	1.155141	1.550827	7.598810	2.168416	46578.000000	28116.000000	1.000000	1.000000
416	5.000000	250.000000	1	1.584969	0.416014	0.450470	9.385442	32934.000000	50701.000000	1.000000	1.000000
416	5.000000	250.000000	1	0.657028	0.391285	1.765929	6.488527	58953.000000	40242.000000	1.000000	1.000000
416	5.000000	250.000000	1	0.853176	0.318734	7.360468	0.410097	86143.000000	84270.000000	1.000000	1.000000
416	5.000000	250.000000	1	0.844130	0.579494	9.118258	1.297766	85497.000000	96441.000000	1.000000	1.000000
416	5.000000	250.000000	1	2.418028	1.097287	0.489122	7.561566	33360.000000	23194.000000	1.000000	1.000000
417	5.000000	250.000000	1	1.199091	4.085264	0.795986	1.743690	66042.000000	35003.000000	1.000000	1.000000
417	5.000000	250.000000	1	0.675902	1.206085	2.022826	26.640652	25544.000000	41041.000000	1.000000	1.000000
417	5.000000	250.000000	1	0.904931	1.878152	12.904040	0.473062	80574.000000	36602.000000	1.000000	1.000000
418	5.000000	250.000000	1	0.795686	3.185284	2.896208	0.687002	82192.000000	14021.000000	1.000000	1.000000
419	5.000000	250.000000	1	0.709067	3.017105	2.182685	6.101863	1363.000000	85945.000000	1.000000	1.000000
419	5.000000	250.000000	1	0.411026	1.433206	3.452491	5.795235	32384.000000	14709.000000	1.000000	1.000000
419	5.000000	250.000000	1	0.743034	2.645479	0.319555	2.067035	12673.000000	37971.000000	1.000000	1.000000
419	5.000000	250.000000	1	0.175972	2.506457	16.378668	11.475251	76834.000000	19943.000000	1.000000	1.000000
420	5.000000	250.000000	1	14.640863	2.154167	3.573040	2.348549	27579.000000	79483.000000	1.000000	1.000000
420	5.000000	250.000000	1	1.203034	0.598851	6.805698	19.607658	4039.000000	72991.000000	1.000000	1.000000
420	5.000000	250.000000	1	0.728596	2.030119	3.433527	0.571967	24122.000000	44792.000000	1.000000	1.000000
421	5.000000	250.000000	1	2.359643	6.224349	2.517906	0.461310	37997.000000	79047.000000	1.000000	1.000000
422	5.000000	250.000000	1	1.403794	2.112404	0.030096	7.417242	86619.000000	93309.000000	1.000000	1.000000
423	5.000000	250.000000	1	0.577626	0.808151	0.143804	1.171557	79582.000000	41049.000000	1.000000	1.000000
423	5.000000	250.000000	1	0.914534	0.430577	10.179604	14.430457	15217.000000	76354.000000	1.000000	1.000000
423	5.000000	250.000000	1	0.559033	2.119992	2.789179	11.732384	85382.000000	97205.000000	1.000000	1.000000
424	5.000000	250.000000	1	6.136771	0.531434	0.683233	10.184652	56522.000000	97899.000000	1.000000	1.000000
424	5.000000	250.000000	1	4.194952	3.805941	5.331851	1.334509	65669.000000	64513.000000	1.000000	1.000000
425	5.000000	250.000000	1	0.562498	0.423642	6.778579	2.367423	73063.000000	15625.000000	1.000000	1.000000
425	5.000000	250.000000	1	1.164214	1.022126	12.855147	0.860904	91837.000000	46585.000000	1.000000	1.000000
425	5.000000	250.000000	1	0.506743	0.554591	3.275692	5.145296	47985.000000	22730.000000	1.000000	1.000000
425	5.000000	250.000000	1	0.516888	1.915270	7.694369	0.763391	68997.000000	59616.000000	1.000000	1.000000
426	5.000000	250.000000	1	0.541305	3.060351	3.155235	9.471492	10452.000000	36848.000000	1.000000	1.000000
427	5.000000	250.000000	1	0.359668	0.679525	0.408973	5.195318	97668.000000	74593.000000	1.000000	1.000000
427	5.000000	250.000000	1	1.045178	0.366450	1.046629	13.123747	18027.000000	34768.000000	1.000000	1.000000
427	5.000000	250.000000	1	1.425260	0.177968	4.785731	5.143122	85291.000000	77599.000000	1.000000	1.000000
427	5.000000	250.000000	1	1.600438	1.310911	0.369881	11.892738	32628.000000	9688.000000	1.000000	1.000000
428	5.000000	250.000000	1	0.716777	5.721533	1.319056	0.346089	18408.000000	13742.000000	1.000000	1.000000
429	5.000000	250.000000	1	1.583561	0.483067	1.313804	0.400926	98321.000000	66522.000000	1.000000	1.000000
430	5.000000	250.000000	1	0.942696	10.023788	10.314414	5.671302	23274.000000	78686.000000	1.000000	1.000000
430	5.000000	250.000000	1	1.420862	0.392022	1.148612	4.515409	91658.000000	63104.000000	1.000000	1.000000
431	5.000000	250.000000	1	4.235890	2.127002	4.344985	0.126299	94847.000000	51410.000000	1.000000	1.000000
431	5.000000	250.000000	1	0.812835	0.506760	2.569983	12.265597	83200.000000	24517.000000	1.000000	1.000000
431	5.000000	250.000000	1	1.395752	1.156930	1.417253	1.084287	21611.000000	50469.000000	1.000000	1.000000
432	5.000000	250.000000	1	1.112041	1.698105	5.149845	6.347206	45056.000000	3280.000000	1.000000	1.000000
432	5.000000	250.000000	1	0.376260	2.742105	3.285360	5.022345	44670.000000	87938.000000	1.000000	1.000000
433	5.000000	250.000000	1	2.707918	2.840573	5.785303	3.539396	2713.000000	40717.000000	1.000000	1.000000
434	5.000000	250.000000	1	2.081371	1.907157	2.802885	5.049640	40752.000000	5524.000000	1.000000	1.000000
435	5.000000	250.000000	1	21.301492	3.107596	0.272793	14.854030	33198.000000	86732.000000	1.000000	1.000000
435	5.000000	250.000000	1	1.745781	2.428188	7.307637	8.111855	42237.000000	88937.000000	1.000000	1.000000
436	5.000000	250.000000	1	1.306576	1.415817	2.065695	0.864562	11672.000000	58824.000000	1.000000	1.000000
437	5.000000	250.000000	1	3.780417	1.750980	0.479866	0.528820	24167.000000	33723.000000	1.000000	1.000000
438	5.000000	250.000000	1	0.396118	0.707440	3.484155	1.275156	87033.000000	35599.000000	1.000000	1.000000
438	5.000000	250.000000	1	2.409923	5.514133	14.349018	15.071110	33667.000000	28007.000000	1.000000	1.000000
